gameid,league,playerid,gamelength,team,goldat10,oppgoldat10,gdat10,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,blue_result
1118298,LMS,100,40.3,AHQ e-Sports Club,14861.0,15530.0,-669.0,18312.0,19628.0,-1316.0,328.0,364.0,-36.0,"Blue , 0"
1118340,LMS,100,39.18333333333333,Flash Wolves,16405.0,15382.0,1023.0,18736.0,18559.0,177.0,324.0,314.0,10.0,"Blue , 0"
1118397,LMS,100,38.0,G-Rex,14807.0,14283.0,524.0,18803.0,18227.0,576.0,328.0,311.0,17.0,"Blue , 1"
1118728,LMS,100,33.31666666666667,G-Rex,14795.0,16236.0,-1441.0,18426.0,18760.0,-334.0,301.0,329.0,-28.0,"Blue , 0"
1118773,LMS,100,36.083333333333336,J Team,16153.0,14515.0,1638.0,18999.0,17959.0,1040.0,313.0,291.0,22.0,"Blue , 1"
1118783,LMS,100,37.7,Hong Kong Attitude,15908.0,14808.0,1100.0,19311.0,18498.0,813.0,356.0,333.0,23.0,"Blue , 0"
1118851,LMS,100,40.2,Flash Wolves,15324.0,15675.0,-351.0,19291.0,18697.0,594.0,360.0,351.0,9.0,"Blue , 0"
1118884,LMS,100,36.083333333333336,Hong Kong Attitude,14752.0,15903.0,-1151.0,16652.0,17555.0,-903.0,277.0,292.0,-15.0,"Blue , 0"
1128508,CBLoL,100,32.06666666666667,Redemption,14552.0,15815.0,-1263.0,17802.0,18720.0,-918.0,309.0,338.0,-29.0,"Blue , 0"
1128530,CBLoL,100,35.15,Uppercut,14950.0,15745.0,-795.0,17610.0,18243.0,-633.0,319.0,288.0,31.0,"Blue , 0"
1128556,CBLoL,100,36.15,KaBuM,16660.0,14624.0,2036.0,19514.0,17849.0,1665.0,322.0,321.0,1.0,"Blue , 1"
1128569,CBLoL,100,39.11666666666667,Flamengo,15725.0,16024.0,-299.0,19161.0,18405.0,756.0,349.0,316.0,33.0,"Blue , 0"
1129011,CBLoL,100,32.016666666666666,Uppercut,15171.0,15244.0,-73.0,18841.0,18538.0,303.0,327.0,296.0,31.0,"Blue , 1"
1129032,CBLoL,100,34.983333333333334,Flamengo,15259.0,14999.0,260.0,18096.0,18313.0,-217.0,330.0,305.0,25.0,"Blue , 1"
1129055,CBLoL,100,24.983333333333334,KaBuM,17856.0,16048.0,1808.0,18158.0,18107.0,51.0,298.0,259.0,39.0,"Blue , 1"
1129088,CBLoL,100,32.18333333333333,CNB,14555.0,15983.0,-1428.0,17543.0,19040.0,-1497.0,282.0,335.0,-53.0,"Blue , 0"
1002570087,EULCS,100,23.483333333333334,G2 Esports,16217.0,15892.0,325.0,18379.0,17670.0,709.0,321.0,285.0,36.0,"Blue , 1"
730084,CBLoL,100,28.6,INTZ e-Sports,14752.0,15621.0,-869.0,17439.0,18615.0,-1176.0,272.0,315.0,-43.0,"Blue , 1"
730095,CBLoL,100,31.116666666666667,KaBuM e-Sports,15968.0,15369.0,599.0,18369.0,17206.0,1163.0,306.0,289.0,17.0,"Blue , 1"
730096,CBLoL,100,34.2,INTZ e-Sports,15336.0,15262.0,74.0,19144.0,18546.0,598.0,321.0,335.0,-14.0,"Blue , 1"
730097,CBLoL,100,27.1,Vivo Keyd,16964.0,13143.0,3821.0,18941.0,16101.0,2840.0,352.0,255.0,97.0,"Blue , 1"
730103,CBLoL,100,32.666666666666664,ProGaming Esports,15262.0,14601.0,661.0,18375.0,17827.0,548.0,328.0,302.0,26.0,"Blue , 0"
730127,CBLoL,100,34.166666666666664,CNB e-Sports Club,14412.0,16006.0,-1594.0,17586.0,18673.0,-1087.0,290.0,314.0,-24.0,"Blue , 1"
730134,CBLoL,100,25.45,Red Canids,15324.0,15501.0,-177.0,16826.0,18722.0,-1896.0,290.0,322.0,-32.0,"Blue , 0"
730138,CBLoL,100,44.083333333333336,Flamengo eSports,17324.0,14759.0,2565.0,19829.0,17599.0,2230.0,314.0,315.0,-1.0,"Blue , 0"
730146,CBLoL,100,28.033333333333335,IDM Gaming,14878.0,14998.0,-120.0,18689.0,18693.0,-4.0,303.0,316.0,-13.0,"Blue , 0"
730149,CBLoL,100,32.38333333333333,Flamengo eSports,15231.0,16516.0,-1285.0,19326.0,20049.0,-723.0,310.0,348.0,-38.0,"Blue , 0"
720136,LCK,100,30.083333333333332,BBQ Olivers,15490.0,14205.0,1285.0,20031.0,18408.0,1623.0,314.0,300.0,14.0,"Blue , 0"
720143,LCK,100,32.266666666666666,MVP,15827.0,14757.0,1070.0,19240.0,18188.0,1052.0,356.0,295.0,61.0,"Blue , 1"
730202,LCK,100,26.633333333333333,Griffin,15043.0,16785.0,-1742.0,18269.0,18863.0,-594.0,314.0,283.0,31.0,"Blue , 0"
720189,LCK,100,37.03333333333333,Hanwha Life Esports,15389.0,14876.0,513.0,18156.0,18903.0,-747.0,289.0,328.0,-39.0,"Blue , 0"
720196,LCK,100,29.85,Griffin,14035.0,14960.0,-925.0,17442.0,17412.0,30.0,287.0,309.0,-22.0,"Blue , 1"
730255,LCK,100,26.633333333333333,Kingzone DragonX,16977.0,14142.0,2835.0,19473.0,17893.0,1580.0,341.0,301.0,40.0,"Blue , 1"
730267,LCK,100,23.633333333333333,Gen.G,16991.0,14784.0,2207.0,19552.0,19071.0,481.0,337.0,344.0,-7.0,"Blue , 1"
730273,LCK,100,23.133333333333333,Kingzone DragonX,14872.0,18965.0,-4093.0,16555.0,19701.0,-3146.0,289.0,323.0,-34.0,"Blue , 0"
730277,LCK,100,26.6,Afreeca Freecs,15681.0,14701.0,980.0,19769.0,18709.0,1060.0,318.0,336.0,-18.0,"Blue , 1"
730298,LCK,100,37.45,SK Telecom T1,14952.0,15070.0,-118.0,17951.0,18589.0,-638.0,317.0,314.0,3.0,"Blue , 0"
730320,LCK,100,23.683333333333334,Jin Air Green Wings,14788.0,17740.0,-2952.0,17554.0,20767.0,-3213.0,284.0,357.0,-73.0,"Blue , 0"
730427,LCK,100,37.0,Hanwha Life Esports,14903.0,15226.0,-323.0,19326.0,18430.0,896.0,343.0,327.0,16.0,"Blue , 1"
730432,LCK,100,34.05,BBQ Olivers,15005.0,15542.0,-537.0,18479.0,17147.0,1332.0,293.0,270.0,23.0,"Blue , 0"
730434,LCK,100,39.53333333333333,MVP,15620.0,15032.0,588.0,18825.0,18707.0,118.0,339.0,328.0,11.0,"Blue , 0"
730459,LCK,100,29.2,Griffin,15679.0,15413.0,266.0,19701.0,19292.0,409.0,346.0,325.0,21.0,"Blue , 1"
1002530085,EULCS,100,24.75,Splyce,14846.0,16688.0,-1842.0,18405.0,19023.0,-618.0,315.0,312.0,3.0,"Blue , 0"
1002530088,EULCS,100,45.55,H2K,15263.0,15240.0,23.0,19786.0,19092.0,694.0,341.0,324.0,17.0,"Blue , 0"
1002530090,EULCS,100,34.05,Schalke 04,14736.0,16242.0,-1506.0,18042.0,20075.0,-2033.0,324.0,353.0,-29.0,"Blue , 1"
720640,LCK,100,35.4,Jin Air Green Wings,15385.0,14940.0,445.0,19868.0,19409.0,459.0,337.0,334.0,3.0,"Blue , 1"
720648,LCK,100,39.03333333333333,Jin Air Green Wings,14207.0,16612.0,-2405.0,17456.0,19087.0,-1631.0,296.0,325.0,-29.0,"Blue , 0"
720662,LCK,100,29.466666666666665,Gen.G,15035.0,14605.0,430.0,18538.0,18750.0,-212.0,319.0,317.0,2.0,"Blue , 1"
720686,LCK,100,23.75,SK Telecom T1,15720.0,15676.0,44.0,18160.0,18369.0,-209.0,296.0,308.0,-12.0,"Blue , 0"
690233,NAAc,100,25.95,TSM Academy,15704.0,15681.0,23.0,17193.0,17557.0,-364.0,276.0,304.0,-28.0,"Blue , 0"
690235,NAAc,100,27.116666666666667,Team Liquid Academy,15250.0,15349.0,-99.0,17926.0,17940.0,-14.0,284.0,314.0,-30.0,"Blue , 1"
690237,NAAc,100,29.55,Cloud9 Academy,15537.0,14953.0,584.0,19126.0,19567.0,-441.0,337.0,341.0,-4.0,"Blue , 1"
690249,NAAc,100,29.183333333333334,100 Thieves Academy,13889.0,15419.0,-1530.0,17802.0,19102.0,-1300.0,284.0,323.0,-39.0,"Blue , 0"
690250,NAAc,100,31.9,Clutch Gaming Academy,15300.0,15722.0,-422.0,18670.0,18265.0,405.0,302.0,326.0,-24.0,"Blue , 0"
700291,NAAc,100,31.9,Echo Fox Academy,14746.0,16646.0,-1900.0,16883.0,18952.0,-2069.0,290.0,333.0,-43.0,"Blue , 0"
700295,NAAc,100,25.25,CLG Academy,17078.0,15532.0,1546.0,18355.0,18349.0,6.0,306.0,333.0,-27.0,"Blue , 1"
700299,NAAc,100,40.81666666666667,Golden Guardians Academy,16313.0,15870.0,443.0,18233.0,19010.0,-777.0,307.0,324.0,-17.0,"Blue , 0"
700301,NAAc,100,32.25,OpTic Academy,14955.0,15357.0,-402.0,19026.0,19407.0,-381.0,324.0,337.0,-13.0,"Blue , 1"
700303,NAAc,100,32.35,TSM Academy,15175.0,16194.0,-1019.0,17850.0,17477.0,373.0,306.0,307.0,-1.0,"Blue , 0"
1002530107,EULCS,100,27.75,Roccat,15578.0,14506.0,1072.0,18959.0,18553.0,406.0,338.0,311.0,27.0,"Blue , 1"
1002540168,EULCS,100,23.05,Misfits,16649.0,14255.0,2394.0,18573.0,16855.0,1718.0,292.0,297.0,-5.0,"Blue , 1"
1002530128,EULCS,100,28.05,Vitality,15365.0,14651.0,714.0,18207.0,17786.0,421.0,313.0,287.0,26.0,"Blue , 1"
1002540191,EULCS,100,24.716666666666665,Fnatic,13965.0,16740.0,-2775.0,18187.0,19144.0,-957.0,288.0,349.0,-61.0,"Blue , 1"
1002540201,EULCS,100,33.65,G2 Esports,15344.0,15603.0,-259.0,18865.0,17148.0,1717.0,290.0,290.0,0.0,"Blue , 1"
1002620023,NALCS,100,30.1,Team Liquid,15337.0,14900.0,437.0,18481.0,17934.0,547.0,336.0,298.0,38.0,"Blue , 1"
1002620033,NALCS,100,42.61666666666667,Team SoloMid,14970.0,15406.0,-436.0,18912.0,19367.0,-455.0,352.0,358.0,-6.0,"Blue , 1"
1002620042,NALCS,100,33.3,Clutch Gaming,16447.0,14868.0,1579.0,19596.0,19523.0,73.0,348.0,327.0,21.0,"Blue , 1"
1002620060,NALCS,100,38.63333333333333,Golden Guardians,14321.0,14852.0,-531.0,18278.0,18531.0,-253.0,310.0,317.0,-7.0,"Blue , 0"
720742,LCK,100,32.2,Afreeca Freecs,15637.0,15395.0,242.0,18656.0,19318.0,-662.0,345.0,341.0,4.0,"Blue , 1"
720750,LCK,100,23.216666666666665,KT Rolster,15394.0,16031.0,-637.0,20179.0,19322.0,857.0,328.0,360.0,-32.0,"Blue , 1"
720755,LCK,100,39.333333333333336,Afreeca Freecs,16040.0,15655.0,385.0,18694.0,17727.0,967.0,328.0,298.0,30.0,"Blue , 1"
720765,LCK,100,40.03333333333333,BBQ Olivers,14883.0,14722.0,161.0,18636.0,19159.0,-523.0,324.0,338.0,-14.0,"Blue , 0"
720790,LCK,100,38.56666666666667,Griffin,13827.0,16440.0,-2613.0,17296.0,17896.0,-600.0,290.0,329.0,-39.0,"Blue , 0"
720796,LCK,100,25.466666666666665,BBQ Olivers,15043.0,15905.0,-862.0,19258.0,19980.0,-722.0,329.0,342.0,-13.0,"Blue , 0"
720863,LCK,100,41.2,MVP,14862.0,15442.0,-580.0,17702.0,17664.0,38.0,258.0,291.0,-33.0,"Blue , 0"
720877,LCK,100,24.133333333333333,Gen.G,16232.0,14738.0,1494.0,19529.0,17599.0,1930.0,333.0,302.0,31.0,"Blue , 1"
720884,LCK,100,31.566666666666666,Jin Air Green Wings,15051.0,14560.0,491.0,19162.0,18689.0,473.0,322.0,320.0,2.0,"Blue , 0"
1002620071,NALCS,100,25.0,Team SoloMid,15119.0,14843.0,276.0,17952.0,18464.0,-512.0,323.0,314.0,9.0,"Blue , 1"
1002620096,NALCS,100,29.833333333333332,Counter Logic Gaming,15458.0,13977.0,1481.0,18025.0,18092.0,-67.0,313.0,297.0,16.0,"Blue , 1"
720222,CBLoL,100,38.4,ProGaming Esports,14873.0,16065.0,-1192.0,17936.0,19729.0,-1793.0,283.0,286.0,-3.0,"Blue , 1"
730244,CBLoL,100,34.95,Red Canids,15547.0,15560.0,-13.0,19238.0,18676.0,562.0,307.0,319.0,-12.0,"Blue , 0"
720309,CBLoL,100,28.466666666666665,KaBuM e-Sports,13971.0,16312.0,-2341.0,17512.0,19073.0,-1561.0,293.0,344.0,-51.0,"Blue , 0"
1002620109,NALCS,100,39.28333333333333,Cloud9,15169.0,14822.0,347.0,19226.0,19010.0,216.0,346.0,334.0,12.0,"Blue , 1"
720906,LCK,100,32.85,Hanwha Life Esports,14204.0,16241.0,-2037.0,17047.0,19457.0,-2410.0,272.0,340.0,-68.0,"Blue , 1"
1002620050,NALCS,100,23.833333333333332,Echo Fox,16178.0,15265.0,913.0,17804.0,17724.0,80.0,319.0,283.0,36.0,"Blue , 1"
720321,CBLoL,100,29.1,KaBuM e-Sports,15651.0,16455.0,-804.0,17841.0,19325.0,-1484.0,275.0,324.0,-49.0,"Blue , 0"
720318,CBLoL,100,48.9,Flamengo eSports,16433.0,13660.0,2773.0,18380.0,16708.0,1672.0,320.0,249.0,71.0,"Blue , 0"
720323,CBLoL,100,28.0,IDM Gaming,15088.0,15000.0,88.0,19180.0,18089.0,1091.0,348.0,281.0,67.0,"Blue , 0"
720332,CBLoL,100,26.3,CNB e-Sports Club,15465.0,15589.0,-124.0,18756.0,18356.0,400.0,306.0,320.0,-14.0,"Blue , 1"
720269,TCL,100,33.78333333333333,Fenerbahce Esports,14946.0,15314.0,-368.0,18347.0,19030.0,-683.0,306.0,315.0,-9.0,"Blue , 1"
730313,TCL,100,38.55,Bursaspor Esports,14390.0,16839.0,-2449.0,17211.0,18705.0,-1494.0,285.0,325.0,-40.0,"Blue , 0"
730319,TCL,100,44.63333333333333,Team AURORA,15664.0,15210.0,454.0,19686.0,18643.0,1043.0,338.0,336.0,2.0,"Blue , 0"
730341,TCL,100,30.65,SuperMassive,16222.0,13968.0,2254.0,20038.0,17465.0,2573.0,325.0,301.0,24.0,"Blue , 1"
730443,TCL,100,31.55,HWA Gaming,15178.0,15068.0,110.0,18785.0,18752.0,33.0,315.0,321.0,-6.0,"Blue , 1"
730451,TCL,100,28.166666666666668,Dark Passage,15514.0,14207.0,1307.0,19498.0,18551.0,947.0,341.0,302.0,39.0,"Blue , 1"
730462,TCL,100,37.11666666666667,SuperMassive,14685.0,15671.0,-986.0,19511.0,18929.0,582.0,332.0,316.0,16.0,"Blue , 0"
730531,TCL,100,33.25,YouthCREW,15243.0,15009.0,234.0,19047.0,18838.0,209.0,315.0,324.0,-9.0,"Blue , 1"
730557,TCL,100,36.81666666666667,Fenerbahce Esports,15791.0,14874.0,917.0,19910.0,19171.0,739.0,356.0,336.0,20.0,"Blue , 1"
730992,LCK,100,29.85,KT Rolster,14843.0,16719.0,-1876.0,17226.0,18893.0,-1667.0,291.0,305.0,-14.0,"Blue , 0"
731020,LCK,100,26.516666666666666,Afreeca Freecs,14921.0,14571.0,350.0,18974.0,19047.0,-73.0,327.0,311.0,16.0,"Blue , 1"
731037,LCK,100,22.716666666666665,BBQ Olivers,14698.0,16616.0,-1918.0,18214.0,19668.0,-1454.0,269.0,334.0,-65.0,"Blue , 0"
721201,LCK,100,25.233333333333334,Griffin,16954.0,14894.0,2060.0,19367.0,19310.0,57.0,334.0,344.0,-10.0,"Blue , 1"
721223,LCK,100,35.31666666666667,Jin Air Green Wings,14750.0,15022.0,-272.0,18380.0,19027.0,-647.0,321.0,339.0,-18.0,"Blue , 0"
721271,LCK,100,27.483333333333334,MVP,14461.0,15334.0,-873.0,17860.0,18795.0,-935.0,293.0,332.0,-39.0,"Blue , 1"
721274,LCK,100,29.95,SK Telecom T1,15470.0,14707.0,763.0,18705.0,18657.0,48.0,317.0,312.0,5.0,"Blue , 0"
721278,LCK,100,27.633333333333333,Gen.G,16257.0,15144.0,1113.0,18472.0,18490.0,-18.0,318.0,330.0,-12.0,"Blue , 1"
721292,LCK,100,23.616666666666667,Hanwha Life Esports,13867.0,16774.0,-2907.0,17684.0,18998.0,-1314.0,279.0,326.0,-47.0,"Blue , 1"
721302,LCK,100,27.266666666666666,Gen.G,15586.0,15693.0,-107.0,19021.0,19064.0,-43.0,329.0,303.0,26.0,"Blue , 1"
721397,LCK,100,32.3,Kingzone DragonX,15612.0,15253.0,359.0,19450.0,19350.0,100.0,345.0,353.0,-8.0,"Blue , 1"
731222,LCK,100,25.466666666666665,Afreeca Freecs,15835.0,15957.0,-122.0,18424.0,19080.0,-656.0,295.0,301.0,-6.0,"Blue , 1"
731229,LCK,100,39.583333333333336,Kingzone DragonX,15866.0,14654.0,1212.0,19806.0,18408.0,1398.0,327.0,339.0,-12.0,"Blue , 1"
731236,LCK,100,33.266666666666666,BBQ Olivers,15217.0,15931.0,-714.0,18546.0,19273.0,-727.0,331.0,311.0,20.0,"Blue , 0"
731255,LCK,100,38.61666666666667,KT Rolster,16084.0,14453.0,1631.0,19039.0,17709.0,1330.0,313.0,295.0,18.0,"Blue , 1"
721524,LCK,100,39.28333333333333,Griffin,14717.0,16969.0,-2252.0,18780.0,18935.0,-155.0,325.0,344.0,-19.0,"Blue , 1"
721567,LCK,100,27.666666666666668,SK Telecom T1,14300.0,16111.0,-1811.0,17295.0,18345.0,-1050.0,292.0,299.0,-7.0,"Blue , 0"
721603,LCK,100,24.583333333333332,MVP,17006.0,15249.0,1757.0,19777.0,18743.0,1034.0,331.0,315.0,16.0,"Blue , 1"
721613,LCK,100,30.95,Jin Air Green Wings,15567.0,15296.0,271.0,20001.0,19291.0,710.0,337.0,345.0,-8.0,"Blue , 0"
1002580017,EULCS,100,27.533333333333335,Giants Gaming,14556.0,15014.0,-458.0,17524.0,18967.0,-1443.0,305.0,318.0,-13.0,"Blue , 0"
1002580026,EULCS,100,46.516666666666666,Roccat,17053.0,16179.0,874.0,19690.0,17681.0,2009.0,318.0,299.0,19.0,"Blue , 1"
1002570036,EULCS,100,26.816666666666666,G2 Esports,15627.0,14950.0,677.0,18700.0,18583.0,117.0,322.0,340.0,-18.0,"Blue , 1"
1002580040,EULCS,100,27.083333333333332,Fnatic,15702.0,14919.0,783.0,19824.0,18805.0,1019.0,347.0,346.0,1.0,"Blue , 1"
1002580047,EULCS,100,38.733333333333334,Misfits,16385.0,14806.0,1579.0,18467.0,18132.0,335.0,314.0,274.0,40.0,"Blue , 1"
720047,NAAc,100,24.033333333333335,Cloud9 Academy,15366.0,14840.0,526.0,19345.0,18645.0,700.0,332.0,303.0,29.0,"Blue , 1"
710035,NAAc,100,32.833333333333336,OpTic Academy,16266.0,15873.0,393.0,19257.0,18383.0,874.0,338.0,292.0,46.0,"Blue , 1"
720057,NAAc,100,40.2,FlyQuest Academy,15995.0,15829.0,166.0,17494.0,18426.0,-932.0,285.0,327.0,-42.0,"Blue , 1"
710043,NAAc,100,35.13333333333333,Team Liquid Academy,15351.0,15123.0,228.0,18112.0,18489.0,-377.0,308.0,294.0,14.0,"Blue , 1"
720073,NAAc,100,35.18333333333333,CLG Academy,14407.0,15627.0,-1220.0,18804.0,19157.0,-353.0,320.0,321.0,-1.0,"Blue , 1"
1002580061,EULCS,100,41.166666666666664,Roccat,14482.0,15821.0,-1339.0,17990.0,18721.0,-731.0,317.0,337.0,-20.0,"Blue , 0"
1002570081,EULCS,100,33.75,Misfits,16308.0,13880.0,2428.0,17454.0,17285.0,169.0,306.0,286.0,20.0,"Blue , 1"
1002580095,EULCS,100,26.433333333333334,Unicorns of Love,15469.0,13385.0,2084.0,18255.0,16690.0,1565.0,325.0,258.0,67.0,"Blue , 1"
1002580100,EULCS,100,25.266666666666666,Fnatic,17837.0,14206.0,3631.0,20104.0,16552.0,3552.0,295.0,306.0,-11.0,"Blue , 1"
1002650020,NALCS,100,28.0,Counter Logic Gaming,15396.0,14875.0,521.0,19293.0,18502.0,791.0,324.0,339.0,-15.0,"Blue , 0"
1002650030,NALCS,100,45.46666666666667,Team SoloMid,15723.0,15918.0,-195.0,19240.0,19902.0,-662.0,350.0,363.0,-13.0,"Blue , 0"
731589,LCK,100,30.1,KT Rolster,14823.0,14914.0,-91.0,19059.0,19191.0,-132.0,314.0,347.0,-33.0,"Blue , 1"
731603,LCK,100,30.95,Gen.G,14032.0,17131.0,-3099.0,16979.0,18898.0,-1919.0,259.0,346.0,-87.0,"Blue , 0"
731624,LCK,100,34.0,Hanwha Life Esports,16386.0,14193.0,2193.0,19003.0,18069.0,934.0,327.0,305.0,22.0,"Blue , 1"
731660,LCK,100,35.583333333333336,Afreeca Freecs,15436.0,14837.0,599.0,18219.0,17544.0,675.0,344.0,301.0,43.0,"Blue , 1"
720081,NAAc,100,42.233333333333334,Cloud9 Academy,14699.0,15335.0,-636.0,18813.0,18621.0,192.0,301.0,302.0,-1.0,"Blue , 1"
710069,NAAc,100,42.016666666666666,Clutch Gaming Academy,13670.0,16662.0,-2992.0,17321.0,18196.0,-875.0,272.0,310.0,-38.0,"Blue , 0"
720085,NAAc,100,33.78333333333333,FlyQuest Academy,15390.0,14776.0,614.0,19442.0,19726.0,-284.0,366.0,325.0,41.0,"Blue , 0"
710072,NAAc,100,34.266666666666666,100 Thieves Academy,16223.0,15121.0,1102.0,18254.0,18493.0,-239.0,301.0,322.0,-21.0,"Blue , 1"
720091,NAAc,100,29.666666666666668,Team Liquid Academy,15670.0,14742.0,928.0,19709.0,19421.0,288.0,337.0,332.0,5.0,"Blue , 1"
1002650038,NALCS,100,38.9,OpTic Gaming,15158.0,15795.0,-637.0,19056.0,19366.0,-310.0,320.0,334.0,-14.0,"Blue , 1"
1002650047,NALCS,100,28.9,100 Thieves,15802.0,14674.0,1128.0,20333.0,18778.0,1555.0,341.0,311.0,30.0,"Blue , 1"
1002650052,NALCS,100,49.333333333333336,Golden Guardians,14609.0,15520.0,-911.0,17625.0,18588.0,-963.0,327.0,329.0,-2.0,"Blue , 1"
1002650060,NALCS,100,41.0,FlyQuest,15558.0,14867.0,691.0,18406.0,19099.0,-693.0,316.0,321.0,-5.0,"Blue , 1"
1002650062,NALCS,100,35.28333333333333,Cloud9,15019.0,14560.0,459.0,19173.0,18234.0,939.0,318.0,304.0,14.0,"Blue , 0"
1002650069,NALCS,100,30.25,Team Liquid,16653.0,15270.0,1383.0,19465.0,19266.0,199.0,342.0,308.0,34.0,"Blue , 1"
1002650078,NALCS,100,42.55,Clutch Gaming,14744.0,15974.0,-1230.0,18229.0,19549.0,-1320.0,304.0,342.0,-38.0,"Blue , 0"
1002650084,NALCS,100,34.733333333333334,Echo Fox,16146.0,17419.0,-1273.0,18849.0,18689.0,160.0,282.0,290.0,-8.0,"Blue , 1"
1670372,LMS,100,31.35,AHQ e-Sports Club,15439.0,16978.0,-1539.0,18146.0,19066.0,-920.0,316.0,318.0,-2.0,"Blue , 0"
1670387,LMS,100,28.083333333333332,AHQ e-Sports Club,15014.0,16235.0,-1221.0,18431.0,17990.0,441.0,308.0,325.0,-17.0,"Blue , 0"
1660361,LMS,100,37.61666666666667,Team Afro,15244.0,15744.0,-500.0,20329.0,19639.0,690.0,356.0,335.0,21.0,"Blue , 0"
1660433,LMS,100,28.466666666666665,Hong Kong Attitude,15504.0,15319.0,185.0,17728.0,19031.0,-1303.0,279.0,321.0,-42.0,"Blue , 1"
1660451,LMS,100,27.633333333333333,Hong Kong Attitude,15486.0,13593.0,1893.0,18185.0,17736.0,449.0,308.0,285.0,23.0,"Blue , 1"
750141,CBLoL,100,34.21666666666667,INTZ e-Sports,14387.0,16026.0,-1639.0,17809.0,19090.0,-1281.0,284.0,327.0,-43.0,"Blue , 0"
740134,CBLoL,100,26.783333333333335,Flamengo eSports,14286.0,16991.0,-2705.0,17724.0,17223.0,501.0,304.0,265.0,39.0,"Blue , 0"
740135,CBLoL,100,38.78333333333333,Flamengo eSports,15308.0,15238.0,70.0,19220.0,19225.0,-5.0,361.0,317.0,44.0,"Blue , 1"
760773,CBLoL,100,51.06666666666667,CNB e-Sports Club,16445.0,14158.0,2287.0,19248.0,18402.0,846.0,347.0,291.0,56.0,"Blue , 0"
760781,CBLoL,100,39.083333333333336,ProGaming Esports,15861.0,14714.0,1147.0,19796.0,18442.0,1354.0,314.0,305.0,9.0,"Blue , 0"
760784,CBLoL,100,40.583333333333336,CNB e-Sports Club,14260.0,14753.0,-493.0,16135.0,17790.0,-1655.0,277.0,307.0,-30.0,"Blue , 1"
740201,CBLoL,100,26.416666666666668,IDM Gaming,15836.0,15369.0,467.0,19327.0,18920.0,407.0,287.0,280.0,7.0,"Blue , 1"
740202,CBLoL,100,25.533333333333335,Vivo Keyd,15258.0,14900.0,358.0,18862.0,19121.0,-259.0,319.0,343.0,-24.0,"Blue , 1"
740204,CBLoL,100,23.85,Vivo Keyd,13716.0,18422.0,-4706.0,17623.0,18173.0,-550.0,278.0,297.0,-19.0,"Blue , 0"
740210,CBLoL,100,39.93333333333333,Red Canids,15802.0,15624.0,178.0,18921.0,19361.0,-440.0,329.0,338.0,-9.0,"Blue , 0"
740212,CBLoL,100,25.616666666666667,KaBuM e-Sports,15410.0,13839.0,1571.0,18570.0,17147.0,1423.0,311.0,266.0,45.0,"Blue , 1"
721794,LCK,100,24.866666666666667,SK Telecom T1,15428.0,15723.0,-295.0,19424.0,19971.0,-547.0,349.0,365.0,-16.0,"Blue , 1"
731735,LCK,100,31.2,BBQ Olivers,16310.0,17407.0,-1097.0,17925.0,19608.0,-1683.0,308.0,333.0,-25.0,"Blue , 0"
731750,LCK,100,25.583333333333332,Kingzone DragonX,16534.0,13431.0,3103.0,19690.0,16612.0,3078.0,369.0,261.0,108.0,"Blue , 1"
740039,TCL,100,25.683333333333334,Bursaspor Esports,15309.0,18222.0,-2913.0,18044.0,20387.0,-2343.0,293.0,338.0,-45.0,"Blue , 1"
740047,TCL,100,34.15,SuperMassive,17804.0,13903.0,3901.0,19815.0,17183.0,2632.0,336.0,259.0,77.0,"Blue , 1"
740055,TCL,100,28.566666666666666,Dark Passage,15281.0,16146.0,-865.0,18518.0,19066.0,-548.0,303.0,317.0,-14.0,"Blue , 0"
740061,TCL,100,36.11666666666667,Fenerbahce Esports,15655.0,15236.0,419.0,18288.0,17707.0,581.0,304.0,290.0,14.0,"Blue , 0"
740100,TCL,100,37.15,HWA Gaming,13997.0,15304.0,-1307.0,17434.0,18978.0,-1544.0,288.0,367.0,-79.0,"Blue , 1"
750104,TCL,100,29.566666666666666,Bursaspor Esports,15784.0,15213.0,571.0,18463.0,18265.0,198.0,312.0,321.0,-9.0,"Blue , 1"
750114,TCL,100,35.95,Fenerbahce Esports,15577.0,15775.0,-198.0,18963.0,18063.0,900.0,315.0,288.0,27.0,"Blue , 1"
750135,TCL,100,24.516666666666666,Dark Passage,13895.0,17231.0,-3336.0,17781.0,19531.0,-1750.0,293.0,326.0,-33.0,"Blue , 0"
750285,TCL,100,39.35,Fenerbahce Esports,17269.0,14940.0,2329.0,19694.0,18208.0,1486.0,333.0,290.0,43.0,"Blue , 0"
750292,TCL,100,26.283333333333335,YouthCREW,14456.0,15913.0,-1457.0,18241.0,19568.0,-1327.0,325.0,349.0,-24.0,"Blue , 0"
750302,TCL,100,26.433333333333334,Bursaspor Esports,15294.0,16647.0,-1353.0,19334.0,19128.0,206.0,352.0,322.0,30.0,"Blue , 0"
750307,TCL,100,27.45,Team AURORA,16579.0,14333.0,2246.0,19682.0,18537.0,1145.0,335.0,309.0,26.0,"Blue , 1"
740148,LCK,100,33.11666666666667,SK Telecom T1,14401.0,15536.0,-1135.0,18305.0,19415.0,-1110.0,300.0,335.0,-35.0,"Blue , 0"
